sample,min,max
1555,-0.008972,0.009155
4665,-0.008362,0.006744
7775,-0.221375,0.249786
10885,-0.275299,0.348877
13995,-0.479706,0.380341
17105,-0.377228,0.326202
20215,-0.218903,0.314667
23325,-0.157898,0.148865
26435,-0.167847,0.116333
29545,-0.214661,0.201324
32655,-0.249451,0.279846
35765,-0.005402,0.057251
38875,0.002167,0.014587
41985,-0.254211,0.152557
45095,-0.445740,0.354584
48205,-0.319977,0.260529
51315,-0.304932,0.256775
54425,-0.308624,0.208008
57535,-0.028961,0.025146
60645,-0.285706,0.256409
63755,-0.518951,0.416321
66865,-0.298553,0.164276
69975,-0.359802,0.311371
73085,-0.213806,0.174713
76195,-0.159241,0.149384
79305,-0.268127,0.237915
82415,-0.300140,0.239899
85525,-0.231781,0.154999
88635,-0.074707,0.098450
91745,-0.006165,0.005981
94855,-0.211090,0.197662
97965,-0.341125,0.305695
101075,-0.508881,0.305389
104185,-0.354218,0.192017
107295,-0.468292,0.300049
110405,-0.557495,0.342896
113515,-0.610626,0.237427
116625,-0.433044,0.374115
119735,-0.498138,0.348114
122845,-0.459534,0.279022
125955,-0.446503,0.235504
129065,-0.383606,0.201874
132175,-0.437134,0.212708
135285,-0.558411,0.213318
138395,-0.464996,0.189667
141505,-0.345642,0.152679
144615,-0.253418,0.200043
147725,-0.227081,0.229156
150835,-0.184021,0.181061
153945,-0.178253,0.202454
157055,-0.173920,0.172516
160165,-0.063965,0.081055
163275,-0.006134,0.006897
166385,-0.006714,0.006683
169495,-0.007782,0.009186
172605,-0.654602,0.376099
175715,-0.560974,0.369751
178825,-0.581299,0.454865
181935,-0.519714,0.398773
185045,-0.655304,0.397247
188155,-0.342468,0.228485
191265,-0.451080,0.213409
194375,-0.401550,0.260956
197485,-0.519135,0.287964
200595,-0.047607,0.035919
203705,-0.515015,0.400757
206815,-0.235352,0.153137
209925,-0.445923,0.289124
213035,-0.151367,0.156464
216145,-0.048431,0.067169
219255,-0.024567,0.014435
222365,-0.011932,0.018707
225475,-0.142609,0.195007
228585,-0.695831,0.602112
231695,-0.634491,0.523315
234805,-0.680084,0.477112
237915,-0.617432,0.578827
241025,-0.644135,0.567932
244135,-0.601898,0.386475
247245,-0.685211,0.676544
250355,-0.650757,0.444855
253465,-0.657745,0.326019
256575,-0.654205,0.533722
259685,-0.612762,0.547760
262795,-0.639801,0.625763
265905,-0.597412,0.458466
269015,-0.629486,0.449249
272125,-0.539062,0.504059
275235,-0.648956,0.643707
278345,-0.510742,0.494476
281455,-0.054077,0.040192
284565,-0.032837,0.031128
287675,-0.041138,0.038696
290785,-0.622437,0.581909
293895,-0.744049,0.715088
297005,-0.663544,0.566193
300115,-0.733826,0.623322
303225,-0.553253,0.352264
306335,-0.689026,0.398224
309445,-0.627441,0.364441
312555,-0.528015,0.334717
315665,-0.656311,0.351044
318775,-0.482422,0.315796
321885,-0.485962,0.381195
324995,-0.240570,0.122131
328105,-0.374512,0.207581
331215,-0.318634,0.347992
334325,-0.559875,0.480438
337435,-0.655945,0.366669
340545,-0.615326,0.344879
343655,-0.509705,0.317291
346765,-0.008636,0.008789
349875,-0.030487,0.032623
352985,-0.318695,0.246216
356095,-0.356720,0.279419
359205,-0.111664,0.124603
362315,-0.008362,0.011078
365425,-0.535248,0.336365
368535,-0.459808,0.382996
371645,-0.524963,0.253418
374755,-0.460815,0.418121
377865,-0.622101,0.587982
380975,-0.413879,0.523438
384085,-0.622528,0.641083
387195,-0.427277,0.506378
390305,-0.257263,0.407806
393415,-0.460510,0.600189
396525,-0.241669,0.324097
399635,-0.014160,0.018799
402745,-0.042755,0.052277
405855,-0.022736,0.044189
408965,-0.023590,0.023743
412075,-0.307861,0.350342
415185,-0.649445,0.553925
418295,-0.605499,0.595123
421405,-0.630341,0.484619
424515,-0.564056,0.402863
427625,-0.637329,0.567352
430735,-0.644562,0.624084
433845,-0.648438,0.594940
436955,-0.353638,0.342224
440065,-0.046814,0.042450
443175,-0.057648,0.055023
446285,-0.159821,0.197968
449395,-0.648010,0.628937
452505,-0.654449,0.632355
455615,-0.669037,0.546326
458725,-0.694763,0.625793
461835,-0.685120,0.610565
464945,-0.559509,0.533813
468055,-0.556946,0.505524
471165,-0.341736,0.325012
474275,-0.447205,0.429932
477385,-0.430725,0.318024
480495,-0.030426,0.029755
483605,-0.285370,0.391846
486715,-0.279266,0.345459
489825,-0.652863,0.529938
492935,-0.432770,0.396942
496045,-0.044495,0.046875
499155,-0.106750,0.098480
502265,-0.643097,0.449310
505375,-0.660187,0.606628
508485,-0.650299,0.508179
511595,-0.686401,0.619202
514705,-0.078552,0.070679
517815,-0.644562,0.346436
520925,-0.642151,0.627472
524035,-0.652252,0.644379
527145,-0.644867,0.532166
530255,-0.656433,0.472473
533365,-0.468750,0.477875
536475,-0.642487,0.408661
539585,-0.575287,0.557312
542695,-0.550690,0.529663
545805,-0.477600,0.488403
548915,-0.179840,0.203094
552025,-0.055237,0.049530
555135,-0.638062,0.600189
558245,-0.651062,0.627472
561355,-0.625366,0.478943
564465,-0.615448,0.619934
567575,-0.588257,0.579620
570685,-0.619110,0.547852
573795,-0.677673,0.530182
576905,-0.618103,0.324921
580015,-0.455444,0.502319
583125,-0.666168,0.513397
586235,-0.733734,0.384521
589345,-0.727905,0.431061
592455,-0.659821,0.824219
595565,-0.841431,0.854095
598675,-0.206512,0.212036
601785,-0.022644,0.020721
604895,-0.017487,0.018188
608005,-0.020355,0.018463
611115,-0.869110,0.875488
614225,-0.868195,0.908142
617335,-0.851501,0.870636
620445,-0.850250,0.585663
623555,-0.893311,0.817352
626665,-0.227631,0.467773
629775,-0.876190,0.698517
632885,-0.601166,0.436798
635995,-0.371368,0.402771
639105,-0.031860,0.035736
642215,-0.021667,0.027832
645325,-0.695343,0.807983
648435,-0.972778,0.947876
651545,-0.842529,0.653320
654655,-0.861511,0.620728
657765,-0.726807,0.660858
660875,-0.757507,0.674469
663985,-0.485626,0.613159
667095,-0.445984,0.561127
670205,-0.326965,0.446075
673315,-0.896667,0.683655
676425,-0.860199,0.648621
679535,-0.163116,0.156494
682645,-0.021881,0.018097
685755,-0.018005,0.024628
688865,-0.025543,0.025269
691975,-0.028259,0.025726
695085,-0.882751,0.949280
698195,-0.932434,0.862946
701305,-0.953918,0.955292
704415,-0.890869,0.890198
707525,-0.905975,0.880524
710635,-0.258728,0.292572
713745,-0.949097,0.913086
716855,-0.918854,0.924774
719965,-0.921021,0.918182
723075,-0.637878,0.630219
726185,-0.225464,0.221191
729295,-0.062958,0.056152
732405,-0.055450,0.049500
735515,-0.867493,0.864349
738625,-0.965607,0.991119
741735,-0.931030,0.776215
744845,-0.999969,0.868652
747955,-0.991638,0.968689
751065,-0.941315,0.780975
754175,-0.940369,0.916382
757285,-0.738770,0.624664
760395,-0.085297,0.076416
763505,-0.874268,0.492706
766615,-0.935852,0.722961
769725,-0.957489,0.689728
772835,-0.833740,0.814667
775945,-0.765656,0.662903
779055,-0.851471,0.433044
782165,-0.805634,0.676483
785275,-0.920746,0.846130
788385,-0.166840,0.182892
791495,-0.186829,0.201019
794605,-0.163849,0.205048
797715,-0.161163,0.140228
800825,-0.095764,0.117706
803935,-0.092926,0.102173
807045,-0.085327,0.060089
810155,-0.074158,0.073456
813265,-0.065186,0.059387
816375,-0.147003,0.143066
819485,-0.264465,0.269165
822595,-0.102417,0.101929
825705,-0.075928,0.076599
828815,-0.044647,0.047272
831925,-0.741791,0.601044
835035,-0.676270,0.547607
838145,-0.619324,0.516754
841255,-0.663452,0.611450
844365,-0.622131,0.443726
847475,-0.481812,0.471252
850585,-0.028046,0.040558
853695,-0.022278,0.015594
856805,-0.016754,0.019592
859915,-0.555908,0.603882
863025,-0.625916,0.617004
866135,-0.596893,0.595428
869245,-0.585815,0.595520
872355,-0.466095,0.523743
875465,-0.347229,0.239319
878575,-0.566437,0.317902
881685,-0.306396,0.293457
884795,-0.106415,0.080963
887905,-0.134857,0.122192
891015,-0.103363,0.072876
894125,-0.054871,0.053009
897235,-0.036041,0.038116
900345,-0.226288,0.339020
903455,-0.691711,0.548157
906565,-0.626160,0.514526
909675,-0.636841,0.613708
912785,-0.506287,0.524231
915895,-0.614258,0.376801
919005,-0.656921,0.575348
922115,-0.610138,0.520721
925225,-0.552795,0.638245
928335,-0.193298,0.178406
931445,-0.041962,0.030914
934555,-0.039520,0.041199
937665,-0.638306,0.469147
940775,-0.664825,0.657043
943885,-0.555847,0.471710
946995,-0.606384,0.598541
950105,-0.624176,0.526367
953215,-0.594635,0.463593
956325,-0.562134,0.359100
959435,-0.403931,0.425354
962545,-0.383575,0.398773
965655,-0.486176,0.469543
968765,-0.624908,0.596466
971875,-0.555847,0.404572
974985,-0.684479,0.466766
978095,-0.639954,0.465149
981205,-0.677521,0.521088
984315,-0.053864,0.041931
987425,-0.017853,0.023987
990535,-0.020538,0.022400
993645,-0.020844,0.023865
996755,-0.022858,0.030243
999865,-0.033203,0.037506
1002975,-0.023407,0.026581
1006085,-0.023102,0.024719
1009195,-0.017944,0.015167
1012305,-0.030975,0.036133
1015415,-0.018250,0.032745
1018525,-0.030182,0.029877
1021635,-0.117645,0.095398
1024745,-0.015961,0.016388
1027855,-0.025452,0.023376
1030965,-0.062378,0.032623
1034075,-0.021332,0.021118
1037185,-0.097961,0.052765
1040295,-0.084564,0.048431
1043405,-0.056000,0.053040
1046515,-0.090393,0.063934
1049625,-0.038696,0.028076
1052735,-0.056091,0.063416
1055845,-0.124664,0.123810
1058955,-0.156616,0.176483
1062065,-0.028809,0.031036
1065175,-0.025513,0.028351
1068285,-0.279053,0.179077
1071395,-0.106598,0.166382
1074505,-0.095581,0.114990
1077615,-0.049652,0.047577
1080725,-0.051483,0.057404
1083835,-0.039551,0.032471
1086945,-0.348846,0.286804
1090055,-0.628540,0.679169
1093165,-0.576233,0.624908
1096275,-0.438416,0.256714
1099385,-0.526550,0.503723
1102495,-0.119781,0.153839
1105605,-0.442596,0.298859
1108715,-0.609924,0.449524
1111825,-0.540344,0.606812
1114935,-0.165619,0.110809
1118045,-0.263000,0.276031
1121155,-0.157379,0.199005
1124265,-0.121277,0.116669
1127375,-0.161011,0.125946
1130485,-0.035553,0.033386
1133595,-0.026581,0.031128
1136705,-0.035461,0.028442
1139815,-0.447021,0.438110
1142925,-0.397614,0.464386
1146035,-0.487518,0.628815
1149145,-0.535553,0.625763
1152255,-0.417358,0.609924
1155365,-0.383728,0.520630
1158475,-0.321045,0.251434
1161585,-0.252350,0.334290
1164695,-0.494171,0.438782
1167805,-0.621368,0.643646
1170915,-0.600464,0.512726
1174025,-0.623718,0.589722
1177135,-0.596283,0.597748
1180245,-0.569733,0.611420
1183355,-0.486206,0.631561
1186465,-0.368683,0.390411
1189575,-0.426422,0.623718
1192685,-0.475830,0.528595
1195795,-0.193146,0.199799
1198905,-0.615784,0.638336
1202015,-0.304565,0.518585
1205125,-0.022827,0.031982
1208235,-0.013062,0.017151
1211345,-0.010864,0.008423
1214455,-0.353149,0.305054
1217565,-0.536102,0.689087
1220675,-0.648499,0.626862
1223785,-0.468231,0.500000
1226895,-0.527191,0.550598
1230005,-0.425964,0.378754
1233115,-0.533936,0.408813
1236225,-0.543457,0.365051
1239335,-0.539795,0.421082
1242445,-0.421509,0.330078
1245555,-0.428680,0.702240
1248665,-0.476135,0.533447
1251775,-0.405121,0.427429
1254885,-0.600616,0.458710
1257995,-0.635529,0.477539
1261105,-0.545929,0.516968
1264215,-0.186249,0.166901
1267325,-0.042511,0.034912
1270435,-0.017029,0.017914
1273545,-0.630188,0.552124
1276655,-0.614349,0.614899
1279765,-0.390869,0.383392
1282875,-0.566132,0.560730
1285985,-0.512634,0.610962
1289095,-0.364532,0.374908
1292205,-0.411041,0.309845
1295315,-0.447510,0.279907
1298425,-0.393524,0.288635
1301535,-0.271149,0.212860
1304645,-0.285522,0.286560
1307755,-0.442047,0.318848
1310865,-0.331177,0.255096
1313975,-0.463043,0.534821
1317085,-0.422729,0.289093
1320195,-0.498932,0.384003
1323305,-0.236084,0.233582
1326415,-0.043915,0.039612
1329525,-0.062012,0.068268
1332635,-0.280121,0.382416
1335745,-0.576050,0.509857
1338855,-0.589111,0.626923
1341965,-0.588470,0.494598
1345075,-0.619904,0.619965
1348185,-0.635284,0.624939
1351295,-0.626831,0.584930
1354405,-0.608978,0.489166
1357515,-0.557556,0.601654
1360625,-0.386200,0.360535
1363735,-0.249390,0.340729
1366845,-0.178253,0.134369
1369955,-0.425446,0.370850
1373065,-0.435455,0.402771
1376175,-0.601746,0.560120
1379285,-0.512543,0.375580
1382395,-0.317413,0.211517
1385505,-0.530396,0.364105
1388615,-0.450012,0.352875
1391725,-0.440765,0.389099
1394835,-0.360687,0.312683
1397945,-0.039459,0.028076
1401055,-0.010956,0.013184
1404165,-0.012146,0.011871
1407275,-0.383759,0.472870
1410385,-0.432220,0.450012
1413495,-0.389771,0.299225
1416605,-0.546356,0.388367
1419715,-0.401398,0.308868
1422825,-0.332764,0.306671
1425935,-0.396790,0.424530
1429045,-0.294189,0.218018
1432155,-0.001465,0.055847
1435265,-0.003906,0.020233
1438375,-0.004791,0.012238
1441485,-0.011017,0.013245
1444595,-0.168335,0.169037
1447705,-0.656006,0.524719
1450815,-0.658936,0.636871
1453925,-0.589111,0.449097
1457035,-0.708069,0.644135
1460145,-0.635712,0.606476
1463255,-0.473419,0.363922
1466365,-0.625488,0.617188
1469475,-0.583069,0.630127
1472585,-0.095184,0.139221
1475695,-0.662598,0.607483
1478805,-0.705963,0.632233
1481915,-0.414154,0.368744
1485025,-0.642090,0.506866
1488135,-0.663727,0.476501
1491245,-0.656616,0.656738
1494355,-0.651062,0.524445
1497465,-0.679993,0.456848
1500575,-0.524841,0.381317
1503685,-0.028931,0.032501
1506795,-0.015320,0.011169
1509905,-0.608856,0.621948
1513015,-0.695831,0.594269
1516125,-0.649384,0.427917
1519235,-0.660706,0.634583
1522345,-0.679077,0.288361
1525455,-0.665100,0.571228
1528565,-0.616699,0.476501
1531675,-0.694550,0.329590
1534785,-0.293579,0.218536
1537895,-0.513702,0.363525
1541005,-0.610443,0.528381
1544115,-0.453735,0.357422
1547225,-0.352722,0.233398
1550335,-0.122650,0.153748
1553445,-0.651581,0.522186
1556555,-0.607452,0.424713
1559665,-0.338074,0.290375
1562775,-0.571350,0.459503
1565885,-0.679810,0.387146
1568995,-0.646332,0.422150
1572105,-0.653229,0.622559
1575215,-0.064819,0.065063
1578325,-0.048309,0.048798
1581435,-0.035034,0.038239
1584545,-0.772522,0.674957
1587655,-0.669434,0.605225
1590765,-0.666199,0.432861
1593875,-0.642395,0.467041
1596985,-0.496277,0.419220
1600095,-0.040985,0.051544
1603205,-0.067627,0.069916
1606315,-0.704681,0.640869
1609425,-0.737854,0.660278
1612535,-0.596497,0.470673
1615645,-0.719940,0.631073
1618755,-0.467438,0.462219
1621865,-0.326508,0.384003
1624975,-0.615967,0.524475
1628085,-0.541199,0.440857
1631195,-0.645630,0.578857
1634305,-0.663971,0.412109
1637415,-0.212006,0.223816
1640525,-0.460938,0.244385
1643635,-0.437775,0.300842
1646745,-0.396851,0.275513
1649855,-0.409393,0.361511
1652965,-0.353943,0.356506
1656075,-0.662628,0.633972
1659185,-0.271942,0.221924
1662295,-0.068939,0.047974
1665405,-0.043365,0.035553
1668515,-0.033051,0.033875
1671625,-0.030426,0.029877
1674735,-0.733215,0.728943
1677845,-0.693420,0.621674
1680955,-0.692383,0.607391
1684065,-0.675446,0.515198
1687175,-0.627686,0.332092
1690285,-0.687134,0.555481
1693395,-0.702301,0.604706
1696505,-0.575714,0.413605
1699615,-0.660339,0.513977
1702725,-0.466370,0.305817
1705835,-0.492065,0.383636
1708945,-0.540771,0.470215
1712055,-0.250153,0.259430
1715165,-0.611938,0.417023
